state_time,accelx,accely,accelz,gyrox,gyroy,gyroz,mot_ang,mot_vel,mot_acc,mot_cur,mot_volt,batt_volt,batt_curr,temperature,status_mn,status_ex,status_re,ank_ang,ank_vel,ank_torque,peak_ank_torque,step_energy,step_count,step_time,gait_state,movement,speed,incline,sys_time,eventFlags
295623,136,-2051,139,-59,-12,-53,13356,-17,-11,-369,-88,35574,-42,34,127,0,0,3627,-21,0,2687,107,139,1511,1,0,119,1,295619,0
295633,145,-2047,140,-49,-8,-56,13358,-6,8,-394,-104,35570,-51,34,127,0,0,3627,10,0,2687,107,139,1521,1,0,119,1,295619,0
295643,155,-2051,143,-51,-9,-48,13357,-1,7,-356,-32,35565,-46,33,127,0,0,3632,21,0,2687,107,139,1531,1,0,119,1,295619,0
295653,112,-2041,151,-48,-9,-38,13359,10,1,-283,-80,35568,-45,34,127,0,0,3627,-76,0,2687,107,139,1541,1,0,119,1,295635,0
295663,133,-2049,147,-46,-12,-41,13353,-14,-13,-357,-136,35581,-27,34,127,0,0,3629,0,0,2687,107,139,1551,1,0,119,1,295651,0
295673,118,-2044,147,-48,-14,-29,13356,9,5,-338,-88,35579,-24,34,127,0,0,3634,0,0,2687,107,139,1561,1,0,119,1,295666,0
295683,104,-2043,154,-51,-8,-19,13356,4,11,-291,-144,35583,-53,34,127,0,0,3632,10,0,2687,107,139,1571,1,0,119,1,295682,0
295693,131,-2039,149,-52,-11,-39,13354,0,-4,-311,-104,35576,-62,34,127,0,0,3629,21,0,2687,107,139,1581,1,0,119,1,295682,0
295703,127,-2038,143,-50,-8,-38,13354,-3,-1,-360,-128,35580,-65,34,127,0,0,3627,-32,0,2687,107,139,1591,1,0,119,1,295682,0
295713,116,-2043,147,-46,2,-33,13354,15,6,-326,-144,35579,-54,34,127,0,0,3632,10,0,2687,107,139,1601,1,0,119,1,295713,0
295723,142,-2039,148,-50,-6,-25,13355,-5,2,-324,-128,35584,-50,34,127,0,0,3627,-32,0,2687,107,139,1611,1,0,119,1,295713,0
295733,139,-2039,144,-45,-6,-35,13351,-3,-13,-339,-8,35586,-62,34,127,0,0,3632,65,0,2687,107,139,1621,1,0,119,1,295713,0
295743,156,-2048,144,-50,-10,-30,13354,-15,6,-333,-48,35587,-55,34,127,0,0,3629,21,0,2687,107,139,1631,1,0,119,1,295713,0
295753,126,-2039,152,-43,7,-22,13355,7,-1,-297,-72,35583,-43,34,127,0,0,3627,-54,0,2687,107,139,1641,1,0,119,1,295744,0
295763,122,-2047,160,-44,-6,-25,13350,-26,-13,-348,-40,35587,-44,34,127,0,0,3629,32,0,2687,107,139,1651,1,0,119,1,295744,0
295773,119,-2045,154,-45,6,-22,13357,13,2,-324,-144,35582,-47,34,127,0,0,3632,-21,0,2687,107,139,1661,1,0,119,1,295776,0
295783,98,-2050,141,-46,-8,-18,13354,11,2,-266,-72,35590,-65,34,127,0,0,3632,0,0,2687,107,139,1671,1,0,119,1,295776,0
295793,130,-2049,143,-40,-12,-25,13355,-4,-4,-283,-104,35587,-40,34,127,0,0,3627,-54,0,2687,107,139,1681,1,0,119,1,295776,0
295803,119,-2050,143,-50,-1,-29,13354,9,1,-274,-72,35585,-43,34,127,0,0,3634,0,0,2687,107,139,1691,1,0,119,1,295791,0
295813,111,-2045,156,-50,-12,-13,13356,-1,7,-256,-64,35587,-43,34,127,0,0,3629,-43,0,2687,107,139,1701,1,0,119,1,295791,0
295823,112,-2051,157,-45,-9,-29,13353,7,-5,-249,-40,35588,-48,34,127,0,0,3634,43,0,2687,107,139,1711,1,0,119,1,295807,0
295833,100,-2059,154,-48,-19,-34,13358,-4,14,-238,-88,35599,-41,34,127,0,0,3634,0,0,2687,107,139,1721,1,0,119,1,295838,0
295843,96,-2061,151,-49,-11,-40,13357,9,-6,-233,-88,35593,-49,34,127,0,0,3632,-21,0,2687,107,139,1731,1,0,119,1,295838,0
295853,110,-2052,152,-51,-5,-39,13357,-1,2,-237,-88,35588,-65,34,127,0,0,3632,-32,0,2687,107,139,1741,1,0,119,1,295838,0
295863,120,-2051,154,-49,-17,-42,13356,8,-5,-228,-48,35586,-70,34,127,0,0,3634,0,0,2687,107,139,1751,1,0,119,1,295838,0
295873,133,-2042,158,-52,-2,-36,13358,4,11,-179,-64,35590,-45,34,127,0,0,3634,-32,0,2687,107,139,1761,1,0,119,1,295854,0
295883,111,-2042,152,-51,-10,-39,13357,4,-3,-206,-88,35595,-32,34,127,0,0,3634,-43,0,2687,107,139,1771,1,0,119,1,295932,0
295893,121,-2028,137,-56,-4,-37,13357,8,-1,-226,-40,35601,-26,34,127,0,0,3632,-10,0,2687,107,139,1781,1,0,119,1,295932,0
295903,149,-2030,145,-55,-1,-44,13356,-9,5,-234,-56,35599,-34,34,127,0,0,3634,0,0,2687,107,139,1791,1,0,119,1,295932,0
295913,105,-2011,152,-48,-14,-48,13357,4,2,-232,-40,35595,-52,34,127,0,0,3634,0,0,2687,107,139,1801,1,0,119,1,295947,0
295923,106,-2018,154,-50,-9,-49,13358,11,6,-189,-64,35586,-40,34,127,0,0,3634,-10,0,2687,107,139,1811,1,0,119,1,295947,0
295933,100,-2025,155,-53,-14,-49,13357,-3,-2,-209,-48,35587,-43,34,127,0,0,3634,10,0,2687,107,139,1821,1,0,119,1,295947,0
295943,132,-2035,157,-63,-5,-55,13357,1,2,-222,-56,35586,-34,34,127,0,0,3634,0,0,2687,107,139,1831,1,0,119,1,295947,0
295953,104,-2051,151,-55,-20,-57,13358,11,8,-213,-88,35591,-50,34,127,0,0,3634,-21,0,2687,107,139,1841,1,0,119,1,295947,0
295963,130,-2054,148,-61,-20,-58,13357,4,0,-227,-40,35594,-28,34,127,0,0,3634,10,0,2687,107,139,1851,1,0,119,1,295947,0
295973,130,-2067,154,-69,-12,-52,13356,-5,1,-238,-40,35592,-30,33,127,0,0,3632,-10,0,2687,107,139,1861,1,0,119,1,295947,0
295983,152,-2065,157,-65,-15,-49,13357,9,2,-211,-56,35600,-32,34,127,0,0,3634,-32,0,2687,107,139,1871,1,0,119,1,295979,0
295993,146,-2061,141,-60,-2,-36,13354,-7,-4,-219,-40,35606,-31,34,127,0,0,3634,0,0,2687,107,139,1881,1,0,119,1,295979,0
296003,161,-2065,129,-64,2,-32,13357,-1,-4,-242,-120,35608,-25,34,127,0,0,3634,0,0,2687,107,139,1891,1,0,119,1,295979,0
296013,175,-2059,135,-57,-3,-19,13357,4,2,-273,-144,35594,-23,34,127,0,0,3634,10,0,2687,107,139,1901,1,0,119,1,295994,0
296023,155,-2067,140,-55,-2,-11,13355,2,-3,-247,-40,35591,-44,34,127,0,0,3634,32,0,2687,107,139,1911,1,0,119,1,296010,0
296033,119,-2055,150,-58,-12,-15,13357,5,2,-232,-80,35601,-52,34,127,0,0,3634,0,0,2687,107,139,1921,1,0,119,1,296026,0
296043,110,-2054,146,-55,-10,-9,13359,13,5,-199,-56,35600,-43,34,127,0,0,3634,-21,0,2687,107,139,1931,1,0,119,1,296026,0
296053,126,-2035,149,-58,4,-9,13358,4,3,-181,-64,35592,-40,34,127,0,0,3636,0,0,2687,107,139,1941,1,0,119,1,296041,0
296063,112,-2033,154,-61,-7,-3,13357,-8,-5,-171,-64,35583,-36,34,127,0,0,3636,0,0,2687,107,139,1951,1,0,119,1,296057,0
296073,119,-2029,148,-62,-5,7,13358,5,2,-170,-16,35587,-59,34,127,0,0,3636,43,0,2687,107,139,1961,1,0,119,1,296057,0
296083,121,-2028,149,-60,-3,17,13360,-1,6,-151,-32,35595,-55,34,127,0,0,3636,0,0,2687,107,139,1971,1,0,119,1,296072,0
296093,107,-2033,146,-65,-14,6,13361,15,3,-85,-8,35597,-19,34,127,0,0,3638,0,0,2687,107,139,1981,1,0,119,1,296088,0
296103,131,-2032,145,-62,-9,7,13362,-8,-1,-43,16,35592,-16,34,127,0,0,3640,43,0,2687,107,139,1991,1,0,119,1,296088,0
296113,105,-2032,136,-65,-4,1,13367,17,3,11,0,35594,-21,34,127,0,0,3643,0,0,2687,107,139,2001,1,0,119,1,296088,0
296123,98,-2029,137,-57,-8,-7,13367,2,-1,61,24,35600,-64,34,127,0,0,3645,21,0,2687,107,139,2011,1,0,119,1,296151,0
296133,101,-2032,154,-62,-12,-10,13368,-4,-5,96,56,35612,-47,34,127,0,0,3645,32,0,2687,107,139,2021,1,0,119,1,296151,0
296143,84,-2034,158,-62,-6,-24,13373,7,8,124,32,35600,-35,34,127,0,0,3643,-21,0,2687,107,139,2031,1,0,119,1,296151,0
296153,77,-2051,152,-68,-14,-46,13371,-5,-7,70,8,35593,-45,34,127,0,0,3645,10,0,2687,107,139,2041,1,0,119,1,296151,0
296163,93,-2041,148,-67,-8,-56,13373,0,-7,111,32,35586,-38,34,127,0,0,3645,-10,0,2687,107,139,2051,1,0,119,1,296151,0
296173,85,-2053,146,-75,-13,-58,13371,-10,1,105,48,35586,-50,34,127,0,0,3645,0,0,2687,107,139,2061,1,0,119,1,296166,0
296183,105,-2047,143,-75,-17,-71,13374,2,-1,118,32,35585,-48,34,127,0,0,3645,0,0,2687,107,139,2071,1,0,119,1,296166,0
296193,118,-2049,139,-77,-17,-74,13372,-9,1,62,8,35594,-47,34,127,0,0,3645,32,0,2687,107,139,2081,1,0,119,1,296166,0
296203,122,-2066,144,-79,-16,-84,13374,6,4,98,-8,35610,-53,34,127,0,0,3645,-10,0,2687,107,139,2091,1,0,119,1,296197,0
296213,117,-2064,147,-73,-17,-80,13374,15,4,138,-16,35618,-41,34,127,0,0,3643,-43,0,2687,107,139,2101,1,0,119,1,296197,0
296223,95,-2053,142,-78,-16,-91,13371,-2,-7,48,16,35604,-45,34,127,0,0,3645,21,0,2687,107,139,2111,1,0,119,1,296197,0
296233,159,-2062,139,-77,-16,-83,13374,2,10,48,8,35586,-45,34,127,0,0,3643,0,0,2687,107,139,2121,1,0,119,1,296213,0
296243,131,-2051,134,-83,-21,-85,13373,12,5,71,0,35589,-58,34,127,0,0,3643,-10,0,2687,107,139,2131,1,0,119,1,296291,0
296253,138,-2052,134,-72,-20,-79,13369,-21,-10,3,24,35601,-60,34,127,0,0,3643,32,0,2687,107,139,2141,1,0,119,1,296307,0
296263,160,-2054,132,-77,-12,-69,13372,4,0,-3,24,35611,-42,34,127,0,0,3643,10,0,2687,107,139,2151,1,0,119,1,296307,0
296273,143,-2040,138,-68,-17,-65,13372,-1,7,41,16,35594,-35,34,127,0,0,3638,-43,0,2687,107,139,2161,1,0,119,1,296307,0
296283,153,-2039,130,-60,-13,-65,13368,-9,-17,-16,-16,35584,-41,34,127,0,0,3640,-10,0,2687,107,139,2171,1,0,119,1,296307,0
296293,123,-2036,126,-62,-17,-57,13371,3,4,-11,-16,35578,-58,34,127,0,0,3643,21,0,2687,107,139,2181,1,0,119,1,296307,0
296303,118,-2041,122,-55,-13,-52,13371,-2,11,-3,-8,35580,-48,34,127,0,0,3640,-32,0,2687,107,139,2191,1,0,119,1,296307,0
296313,106,-2046,124,-49,-8,-48,13369,7,-4,-34,8,35573,-40,34,127,0,0,3640,-10,0,2687,107,139,2201,1,0,119,1,296307,0
296323,130,-2050,139,-49,-11,-45,13368,-4,5,-38,40,35569,-60,34,127,0,0,3638,-10,0,2687,107,139,2211,1,0,119,1,296307,0
296333,89,-2056,154,-48,-21,-46,13370,4,2,-79,-32,35573,-58,34,127,0,0,3643,0,0,2687,107,139,2221,1,0,119,1,296307,0
296343,70,-2047,141,-48,-20,-41,13370,12,6,-16,40,35597,-52,34,127,0,0,3640,21,0,2687,107,139,2231,1,0,119,1,296322,0
296353,135,-2053,136,-52,-10,-56,13367,-19,-1,-59,0,35606,-34,34,127,0,0,3638,0,0,2687,107,139,2241,1,0,119,1,296354,0
296363,116,-2048,137,-48,-17,-56,13370,6,-2,-39,-16,35605,-35,34,127,0,0,3640,-10,0,2687,107,139,2251,1,0,119,1,296354,0
296373,145,-2036,145,-49,2,-48,13366,-15,5,-86,-24,35591,-48,34,127,0,0,3640,43,0,2687,107,139,2261,1,0,119,1,296354,0
296383,155,-2039,139,-50,5,-44,13369,6,5,-69,0,35583,-56,34,127,0,0,3640,10,0,2687,107,139,2271,1,0,119,1,296354,0
296393,117,-2046,143,-51,-20,-53,13369,7,3,1,32,35590,-26,34,127,0,0,3638,-21,0,2687,107,139,2281,1,0,119,1,296385,0
296403,135,-2046,146,-54,-18,-63,13368,0,-15,-9,32,35592,-24,34,127,0,0,3643,0,0,2687,107,139,2291,1,0,119,1,296385,0
